Date,Open,High,Low,Close,Volume
2020-09-30,29.2,29.5,29.15,29.25,53000.0
2020-10-05,29.75,30,28.9,30,54000.0
2020-10-06,30,30,29.25,29.25,31000.0
2020-10-07,29.25,29.75,29.1,29.75,35000.0
2020-10-08,29.5,29.8,29.5,29.7,20000.0
2020-10-12,29.2,29.7,29,29.1,33000.0
2020-10-13,29,29.5,28.9,29.15,38000.0
2020-10-14,29,29.8,29,29.35,109000.0
2020-10-15,29,29.1,27.1,28.4,155000.0
2020-10-16,27.35,28.45,27.35,27.8,75000.0
2020-10-19,27.8,27.8,27.2,27.3,49100.0
2020-10-20,27.3,27.3,27,27.1,36000.0
2020-10-21,29,29,27.2,27.6,35000.0
2020-10-22,27.3,27.95,27.3,27.7,21000.0
2020-10-23,27.6,27.6,27.2,27.2,33000.0
2020-10-26,27,27.7,26.9,27.7,58000.0
2020-10-27,27.2,27.8,27,27,30000.0
2020-10-28,27.1,27.1,27,27,21000.0
2020-10-29,26.8,26.85,26.5,26.8,31000.0
2020-10-30,26.8,27.7,26.7,26.7,23000.0
2020-11-02,26.75,27,26.25,26.7,24000.0
2020-11-03,26.55,26.55,26,26.2,26000.0
2020-11-04,26.5,27.5,26.5,27.5,32000.0
2020-11-05,27.5,27.6,27.3,27.5,11000.0
2020-11-06,27.5,27.7,27.05,27.7,7000.0
2020-11-09,27.7,27.8,27.6,27.6,25000.0
2020-11-10,27.6,27.6,27,27,17000.0
2020-11-11,27,27.1,27,27.1,7000.0
2020-11-12,27.5,28,27.5,27.5,31000.0
2020-11-13,26.6,27.35,26.6,27.35,21000.0
2020-11-16,27.5,29.9,27.5,29.8,106000.0
2020-11-17,29.6,29.6,28.95,29.1,44000.0
2020-11-18,28.95,28.95,28.75,28.75,22000.0
2020-11-19,28.7,28.7,27.9,28,45000.0
2020-11-20,28.4,28.6,28.1,28.6,28000.0
2020-11-23,28.8,29.3,28.7,29.3,53000.0
2020-11-24,29,29.75,28.85,29.3,37000.0
2020-11-25,29.65,29.65,29.2,29.3,57000.0
2020-11-26,29.3,29.3,28.9,29.3,26000.0
2020-11-27,29,29,28.7,29,44000.0
2020-11-30,28.85,29.4,28.75,29.4,89000.0
2020-12-01,29.95,29.95,29.4,29.5,46000.0
2020-12-02,30,30,29.7,29.8,112000.0
2020-12-03,30,32.2,30,30.8,219000.0
2020-12-04,30.55,30.9,30.5,30.5,128000.0
2020-12-07,30.3,31.15,30.3,30.6,110000.0
2020-12-08,30.6,31.1,30.6,30.8,147000.0
2020-12-09,31,31,30.6,30.85,55000.0
2020-12-10,30.8,30.8,30,30.5,147000.0
2020-12-11,30.5,30.6,30.05,30.1,90000.0
2020-12-14,30.1,30.15,29.8,30,93400.0
2020-12-15,30,30,28.55,29.6,107000.0
2020-12-16,29.6,29.7,29.6,29.7,21000.0
2020-12-17,30.2,30.2,29.65,29.8,40000.0
2020-12-18,30,30,29.7,29.8,29000.0
2020-12-21,30,30.5,29.8,29.8,13000.0
2020-12-22,29.85,30,28.8,29.45,187000.0
2020-12-23,29.55,29.6,29.5,29.5,44000.0
2020-12-24,29.5,30,29.05,29.3,104000.0
2020-12-25,29.4,30.2,29.3,29.4,394000.0
2020-12-28,29.8,30.2,29.75,30.05,187000.0
2020-12-29,30.5,30.5,29.8,29.9,209000.0
2020-12-30,30,30.15,29.95,30.05,123000.0
