TestGroup,Test,LowerLimit,UpperLimit,DeltaLimit,TestNumber,B1-S1,B301-S1,B302-S1,B307-S1,B339-S1,B352-S1,B355-S1,B306-S1,B307-S1,B317-S1,B325-S1,B311-S1,B316-S1,B327-S1,B344-S1,B367-S1,Gold1,Gold301,Gold302,Gold303,Gold304,Gold305,Gold306,Gold307,Gold308,Gold309,Gold310,Gold311,Gold312,Gold313,Gold314,Gold315,Gold316,Gold317,Gold318,Gold319,Gold320,Gold321,Gold322,Gold323,Gold324,Gold325,Gold326,Gold327,Gold328,Gold329,Gold330,Gold331,Gold332,Gold333,Gold334,Gold335,Gold336,Gold337,Gold338,Gold339,Gold340,Gold341,Gold342,Gold343,Gold344,Gold345,Gold346,Gold347,Gold348,Gold349,Gold350,Gold351,Gold352,Gold353,Gold354,Gold355,Gold356,Gold357,Gold358,Gold359,Gold360,Gold361,Gold362,Gold363,Gold364,Gold365,Gold366,Gold367,,Gold1-B1-S1,Gold1-B301-S1,Gold1-B302-S1,Gold1-B307-S1,Gold1-B339-S1,Gold1-B352-S1,Gold1-B355-S1,Gold1-B306-S1,Gold1-B307-S1,Gold1-B317-S1,Gold1-B325-S1,Gold1-B311-S1,Gold1-B316-S1,Gold1-B327-S1,Gold1-B344-S1,Gold1-B367-S1
TX5_4G_FDD_Band08HRM_TX0_LB1_G13b,channelPower_ACLR1_LOW,-1.73,4.27,0.5,10999,-0.62128,-1.32063,-1.01419,-0.730153,-1.18964,-1.34128,-1.44473,-0.620543,-1.23257,-1.01706,-1.36066,-1.24965,-0.586314,-1.33649,-1.15668,-1.43448,-63.4792,-65.273242,-64.722993,-64.65155,-65.025184,-68.011127,-63.287841,-62.378247,-65.213726,-68.265648,-65.450875,-69.758948,-63.548212,-66.387265,-61.906935,-67.501405,-66.955457,-69.434068,-68.790473,-62.839607,-66.257047,-63.858418,-66.566797,-66.80719,-63.511052,-66.569269,-65.349932,-64.634941,-63.872802,-65.158764,-69.0696,-64.306208,-67.24243,-64.778727,-66.685477,-63.697084,-72.076971,-64.782741,-70.328312,-70.57904,-66.852084,-63.998916,-68.846892,-69.043559,-68.88588,-65.005143,-67.153772,-65.112569,-67.679056,-66.329725,-68.263163,-63.769675,-63.477331,-64.175595,-68.748817,-66.468349,-68.881815,-63.095075,-59.951792,-63.080602,-70.421921,-69.088687,-61.64837,-67.40086,-65.874942,-62.64541,-69.435087,-68.833088,,-62.85792,-62.15857,-62.46501,-62.749047,-62.28956,-62.13792,-62.03447,-62.858657,-62.246629999999996,-62.46214,-62.118539999999996,-62.229549999999996,-62.892886,-62.14271,-62.32252,-62.04472
TX5_4G_FDD_Band08HRM_TX0_LB1_G13b,channelPower_E_UTRA_UP,-3,3,0.5,11002,-1.50731,-2.33303,-2.06217,-1.69223,-2.29634,-2.3422,-2.45999,-1.60934,-2.21976,-2.09875,-2.3109,-2.24374,-1.53268,-2.33763,-2.31631,-2.49798,-62.9879,-64.883372,-64.330149,-64.220757,-64.815661,-67.94182,-62.767394,-61.949338,-64.929914,-68.125432,-65.565625,-69.568634,-63.105016,-66.217397,-61.326613,-67.635543,-66.860012,-69.839632,-68.830629,-62.280758,-65.867563,-63.346652,-66.369379,-66.880398,-63.066198,-66.195264,-65.045637,-64.340237,-63.409128,-64.74671,-69.184493,-63.993729,-66.766161,-64.520378,-66.558256,-63.198266,-73.018107,-64.315175,-70.69836,-71.167875,-66.482957,-63.473549,-69.357279,-69.215861,-69.209894,-64.613423,-66.84792,-64.647572,-67.583551,-65.97402,-68.184951,-63.247053,-62.842057,-63.858295,-69.323033,-66.275829,-68.758378,-62.747127,-59.286881,-62.606946,-71.327536,-68.985332,-61.345231,-67.129762,-65.647277,-62.02906,-69.586617,-68.792626,,-61.48059000000001,-60.65487,-60.92573,-61.29567,-60.69156,-60.645700000000005,-60.527910000000006,-61.37856,-60.76814,-60.88915,-60.67700000000001,-60.74416,-61.455220000000004,-60.650270000000006,-60.67159,-60.489920000000005
TX5_4G_FDD_Band08HRM_TX0_LB1_G13b,channelPower_ACLR1_UP,-3,3,0.5,11003,-1.35266,-2.17171,-1.90198,-1.5365,-2.1348,-2.18762,-2.29985,-1.4469,-2.06271,-1.92569,-2.15449,-2.08364,-1.37792,-2.16567,-2.11602,-2.33091,-63.787,-65.661917,-65.110789,-64.993137,-65.518028,-68.771359,-63.532882,-62.708212,-65.539862,-68.798928,-66.195808,-70.327429,-63.834199,-66.956883,-62.092018,-68.293956,-67.554005,-70.575285,-69.623555,-63.032412,-66.678212,-64.130434,-67.172043,-67.524356,-63.831093,-67.034952,-65.720788,-64.982491,-64.204554,-65.532153,-69.823128,-64.607731,-67.625028,-65.20002,-67.291696,-63.989518,-73.90854,-65.092467,-71.423489,-71.809469,-67.292369,-64.263981,-69.849834,-70.076504,-69.81326,-65.411742,-67.653445,-65.446804,-68.358026,-66.799171,-68.952855,-63.98442,-63.639817,-64.593102,-69.953048,-67.03864,-69.563506,-63.485559,-60.06502,-63.357446,-72.01687,-69.839485,-62.036304,-67.885024,-66.325746,-62.800531,-70.258097,-69.535552,,-62.43434,-61.61529,-61.88502,-62.2505,-61.6522,-61.59938,-61.48715,-62.3401,-61.724289999999996,-61.861309999999996,-61.632509999999996,-61.703359999999996,-62.409079999999996,-61.62133,-61.67098,-61.456089999999996
TX5_4G_FDD_Band08HRM_TX0_LB2_G12b,channelPower,-0.41,5.59,0.15,11006,2.45292,2.08567,2.16679,2.18062,2.10414,2.10586,2.09399,2.16021,2.086,2.14762,2.08794,2.12332,2.19926,2.07444,2.07353,2.08227,-5.52192,-5.7191066,-5.8481834,-5.6189895,-6.0267745,-6.0567912,-5.5788391,-5.6150971,-6.13736,-6.6651823,-6.1689396,-6.4754732,-5.929842,-6.1819629,-5.4275088,-6.5112023,-6.3139303,-6.2666769,-6.378851,-5.346627,-6.1189758,-5.8095761,-6.0788192,-6.3959723,-5.6526078,-6.1501798,-6.0871512,-5.9251191,-5.8016211,-5.9781562,-6.5956163,-5.9868908,-5.8519628,-5.8230043,-6.0856205,-5.7363428,-7.1195751,-5.872549,-6.4500202,-6.6972155,-6.1142203,-5.6393188,-6.6073294,-6.4428689,-6.6002431,-5.9522435,-6.1981748,-5.9918895,-6.2328245,-6.0173323,-6.2972854,-5.772811,-5.7971965,-5.7657179,-6.3822634,-6.1299296,-6.4525447,-5.8027921,-5.0078211,-5.6673313,-6.7042808,-6.4659003,-5.3066511,-6.1245303,-6.1845607,-5.2607263,-6.7273378,-6.240127,,-7.97484,-7.60759,-7.68871,-7.702539999999999,-7.62606,-7.62778,-7.6159099999999995,-7.68213,-7.60792,-7.66954,-7.609859999999999,-7.645239999999999,-7.72118,-7.59636,-7.59545,-7.604189999999999
TX5_4G_FDD_Band08HRM_TX0_LB2_G12b,channelPower_E_UTRA_LOW,-3,3,0.5,11013,-0.311196,-1.0324,-0.69718,-0.457577,-1.09869,-1.01991,-1.13709,-0.440967,-0.956333,-0.92428,-1.0474,-0.961715,-0.334387,-1.05265,-1.11561,-1.20569,-58.5029,-59.819553,-59.791176,-59.168986,-60.283029,-62.549288,-58.488235,-57.696015,-60.668859,-63.301177,-60.95022,-64.666078,-58.79671,-61.624399,-57.062327,-62.969604,-62.020994,-64.73349,-63.674716,-57.713282,-61.311729,-58.930001,-61.501386,-62.273584,-58.785952,-61.857124,-60.444195,-59.988539,-59.178559,-60.264603,-64.291461,-59.789098,-61.583981,-59.776582,-61.701203,-58.812228,-68.635847,-59.664671,-65.40544,-66.315197,-61.641219,-58.688594,-64.771501,-64.153151,-64.519708,-59.945239,-62.157884,-60.361531,-62.825463,-61.167229,-63.133613,-58.994408,-58.597054,-59.37379,-63.877539,-61.261275,-63.702973,-58.412393,-55.157853,-58.125566,-66.33289,-63.671804,-56.683444,-62.061366,-60.984058,-57.435826,-64.648348,-63.807777,,-58.191703999999994,-57.470499999999994,-57.805719999999994,-58.045322999999996,-57.40421,-57.482989999999994,-57.365809999999996,-58.061932999999996,-57.546566999999996,-57.578619999999994,-57.455499999999994,-57.541185,-58.168513,-57.45025,-57.38729,-57.29721
TX5_4G_FDD_Band08HRM_TX0_LB2_G12b,channelPower_ACLR1_LOW,-3,3,0.5,11014,-0.179705,-0.900167,-0.577101,-0.330381,-0.95357,-0.90298,-1.00561,-0.316764,-0.831151,-0.786283,-0.924571,-0.840873,-0.190956,-0.918761,-0.949321,-1.05623,-59.3364,-60.637217,-60.625494,-59.978141,-61.048453,-63.374256,-59.291892,-58.513963,-61.395699,-64.067912,-61.667506,-65.499209,-59.576153,-62.404183,-57.870354,-63.728448,-62.782647,-65.532319,-64.526319,-58.513535,-62.15362,-59.75329,-62.353397,-63.014633,-59.599162,-62.740656,-61.187307,-60.716774,-60.000513,-61.09238,-65.028774,-60.484401,-62.439584,-60.527254,-62.494154,-59.639669,-69.598875,-60.482596,-66.209583,-67.049356,-62.498806,-59.508496,-65.409465,-65.019757,-65.241583,-60.779028,-63.003155,-61.188579,-63.667506,-62.012179,-63.932646,-59.777027,-59.441205,-60.175753,-64.622155,-62.061285,-64.536094,-59.197449,-55.964665,-58.919723,-67.065979,-64.559515,-57.427312,-62.89622,-61.71689,-58.237242,-65.39166,-64.568663,,-59.156695,-58.436232999999994,-58.759299,-59.006018999999995,-58.38283,-58.43342,-58.33079,-59.019636,-58.505249,-58.550117,-58.411829,-58.495526999999996,-59.145444,-58.417638999999994,-58.387079,-58.28017
TX5_4G_FDD_Band08HRM_TX0_LB2_G12b,channelPower_E_UTRA_UP,-3,3,0.5,11017,-0.69451,-1.52279,-1.2443,-0.941134,-1.68297,-1.53399,-1.65626,-0.906463,-1.45549,-1.45946,-1.55223,-1.50135,-0.815463,-1.58698,-1.7077,-1.75846,-58.5414,-59.861204,-59.946024,-59.230219,-60.452638,-62.912776,-58.477124,-57.76892,-60.783039,-63.451111,-61.344003,-64.961912,-58.863993,-61.897563,-56.976764,-63.328221,-62.364272,-65.391836,-64.020937,-57.657004,-61.441443,-58.982639,-61.787435,-62.647897,-58.868963,-62.060468,-60.556103,-60.060301,-59.212494,-60.317816,-64.622419,-59.79919,-61.642601,-59.921308,-61.996434,-58.84545,-70.31304,-59.72329,-66.03647,-67.13637,-61.818149,-58.697409,-65.321041,-64.78914,-64.981633,-60.0633,-62.314612,-60.462509,-63.188024,-61.352473,-63.494684,-58.991501,-58.565667,-59.540722,-64.603793,-61.520028,-64.055069,-58.519972,-55.042526,-58.143852,-67.50032,-64.047772,-56.769486,-62.298211,-61.155382,-57.368635,-65.118821,-64.039929,,-57.84689,-57.01861,-57.2971,-57.600266000000005,-56.858430000000006,-57.00741,-56.88514,-57.634937,-57.085910000000005,-57.08194,-56.98917,-57.04005,-57.725937,-56.954420000000006,-56.8337,-56.78294
TX5_4G_FDD_Band08HRM_TX0_LB2_G12b,channelPower_ACLR1_UP,-3,3,0.5,11018,-0.55032,-1.36808,-1.09579,-0.798493,-1.5225,-1.39701,-1.49783,-0.755442,-1.31281,-1.30555,-1.40567,-1.35422,-0.655613,-1.43195,-1.52505,-1.59945,-59.3395,-60.641937,-60.742963,-60.006067,-61.174393,-63.736401,-59.254471,-58.549664,-61.452979,-64.193716,-62.024284,-65.763115,-59.61144,-62.654664,-57.747796,-64.057587,-63.092851,-66.191083,-64.831282,-58.429969,-62.255013,-59.772628,-62.593571,-63.332229,-59.636063,-62.900048,-61.26947,-60.75853,-60.006262,-61.107291,-65.303379,-60.469064,-62.479678,-60.643224,-62.767726,-59.644499,-71.321892,-60.511704,-66.810486,-67.842318,-62.626783,-59.489028,-65.932771,-65.625573,-65.659845,-60.862389,-63.128173,-61.266454,-63.979893,-62.178978,-64.271694,-59.740614,-59.366559,-60.297736,-65.316172,-62.277251,-64.849955,-59.267234,-55.824189,-58.90678,-68.244301,-64.896146,-57.487101,-63.081207,-61.858227,-58.142396,-65.82975,-64.812924,,-58.78918,-57.97142,-58.24371,-58.541007,-57.817,-57.94249,-57.84167,-58.584058,-58.02669,-58.033950000000004,-57.93383,-57.98528,-58.683887,-57.90755,-57.81445,-57.740050000000004
TX5_4G_FDD_Band08HRM_TX0_LB4_G7b,channelPower,-0.4,5.6,0.15,11021,2.52997,2.2223,2.27802,2.29349,2.23156,2.23014,2.20628,2.29638,2.214,2.26762,2.24293,2.23127,2.28713,2.20587,2.23225,2.23087,0.160372,-0.13858279,-0.40550559,0.3756765,-0.38724084,-0.002376468,0.049593448,0.43988116,0.28828316,-0.55372688,0.57574564,0.33667504,-0.17820889,0.17385339,-0.2333437,-0.69663432,0.38841597,0.70950635,0.59118773,1.0542355,-0.047153256,0.13215216,0.42347969,0.33571133,0.3538816,0.44739455,0.44878601,-0.19809143,-0.059229763,-0.042313677,0.40852393,0.15086561,-0.075777422,0.50585757,0.57203935,0.20905574,-0.088804363,0.19020861,0.29004313,0.14009498,0.18814033,0.21398229,0.43419083,0.16627312,0.19269471,0.63583601,0.76286578,-0.043703952,0.035102402,0.17304419,0.15432065,0.56180918,0.15680403,0.096258913,0.34738245,0.07191205,0.2329966,0.2983661,0.30529251,-0.092583913,-0.35732299,0.60207296,0.27492794,0.41968318,0.80233484,0.68900306,0.064072927,0.14234694,,-2.369598,-2.061928,-2.117648,-2.1331179999999996,-2.071188,-2.069768,-2.045908,-2.136008,-2.053628,-2.107248,-2.0825579999999997,-2.0708979999999997,-2.1267579999999997,-2.045498,-2.071878,-2.0704979999999997
TX5_4G_FDD_Band08HRM_TX0_LB4_G7b,channelPower_E_UTRA_LOW,-2,4,0.5,11028,1.10188,0.690444,1.04213,1.06952,0.661953,0.564382,0.452387,1.27848,0.6519,0.739881,0.822714,0.602691,1.01797,0.499543,0.630562,0.633829,-52.6082,-55.377621,-55.46451,-51.460908,-55.826962,-54.431248,-53.124069,-50.239936,-51.349132,-55.332837,-49.82695,-51.02786,-52.933605,-51.715483,-54.527806,-57.183078,-50.186479,-50.46148,-49.51959,-48.169917,-52.842573,-51.715756,-50.781762,-50.399198,-50.845592,-50.054772,-50.054984,-55.325806,-52.830614,-53.176317,-50.234943,-51.490863,-55.810973,-50.588278,-50.715629,-51.371844,-53.153591,-51.701329,-52.114198,-52.538369,-51.744895,-51.941583,-50.319099,-52.32547,-52.290011,-49.287183,-49.086101,-53.088768,-53.829552,-51.984985,-52.081054,-49.476872,-51.195516,-53.911428,-51.663844,-52.492485,-51.405396,-50.526217,-51.102278,-53.550846,-57.440241,-48.919377,-52.868767,-50.524651,-48.530706,-50.503012,-51.861052,-53.098327,,-53.71008,-53.298643999999996,-53.65033,-53.677719999999994,-53.27015299999999,-53.172582,-53.060587,-53.88668,-53.260099999999994,-53.34808099999999,-53.430913999999994,-53.210891,-53.626169999999995,-53.107743,-53.238761999999994,-53.242028999999995
TX5_4G_FDD_Band08HRM_TX0_LB4_G7b,channelPower_ACLR1_LOW,-2,4,0.5,11029,0.715058,0.294556,0.652927,0.685846,0.277572,0.16427,0.0511041,0.907229,0.264535,0.352224,0.44028,0.212359,0.634534,0.101293,0.246001,0.239492,-54.0229,-56.845889,-56.926083,-52.868412,-57.33174,-55.911652,-54.546908,-51.637321,-52.764844,-56.805339,-51.20588,-52.424855,-54.38995,-53.139407,-55.998413,-58.717048,-51.575108,-51.859339,-50.896767,-49.542884,-54.290167,-53.131913,-52.185471,-51.770195,-52.235511,-51.441181,-51.455174,-56.825515,-54.229385,-54.619244,-51.62236,-52.890434,-57.348805,-51.992852,-52.116904,-52.781758,-54.596608,-53.111819,-53.524426,-53.966364,-53.174005,-53.362763,-51.70059,-53.73175,-53.691811,-50.679948,-50.465974,-54.482439,-55.298994,-53.403464,-53.486718,-50.868967,-52.619846,-55.39647,-53.069822,-53.920995,-52.832463,-51.930908,-52.484594,-54.98473,-59.033207,-50.2926,-54.299377,-51.921634,-49.923478,-51.920476,-53.285777,-54.550568,,-54.737958,-54.317456,-54.675827,-54.708746,-54.300472,-54.18717,-54.0740041,-54.930129,-54.287435,-54.375124,-54.46318,-54.235259,-54.657434,-54.124193,-54.268901,-54.262392
TX5_4G_FDD_Band08HRM_TX0_LB4_G7b,channelPower_E_UTRA_UP,-3,3,0.5,11032,-0.237296,-0.785518,-0.641696,-0.357508,-0.779648,-0.904548,-1.03158,-0.0644278,-0.790096,-0.689798,-0.566054,-0.844174,-0.397106,-1.06513,-0.792051,-0.836859,-54.0576,-57.366625,-57.855525,-52.750404,-57.981454,-56.172833,-54.539741,-51.476595,-52.611634,-57.082339,-51.047027,-52.258657,-54.477654,-53.099783,-56.124963,-59.618184,-51.425476,-51.726574,-50.683993,-49.270625,-54.370059,-53.030966,-52.060703,-51.642643,-52.095218,-51.195855,-51.284326,-57.459718,-54.265197,-54.649744,-51.368232,-52.855747,-57.949188,-51.796749,-52.03198,-52.654201,-54.695441,-52.97182,-53.493445,-53.958721,-53.129671,-53.359698,-51.460969,-53.7731,-53.622682,-50.441108,-50.223681,-54.641619,-55.455705,-53.356509,-53.522404,-50.622353,-52.491896,-55.609614,-53.045592,-53.942375,-52.784383,-51.765264,-52.307555,-54.959558,-60.109504,-50.023216,-54.278883,-51.730988,-49.71078,-51.835411,-53.246878,-54.62621,,-53.820304,-53.272082,-53.415904,-53.700092,-53.277952,-53.153052,-53.02602,-53.993172200000004,-53.267504,-53.367802,-53.491546,-53.213426,-53.660494,-52.99247,-53.265549,-53.220741000000004
TX5_4G_FDD_Band08HRM_TX0_LB4_G7b,channelPower_ACLR1_UP,-3,3,0.5,11033,-0.371904,-0.919837,-0.762238,-0.494735,-0.916081,-1.04083,-1.17127,-0.189192,-0.925872,-0.823148,-0.699355,-0.986686,-0.530589,-1.2048,-0.924763,-0.973729,-55.1172,-58.417617,-58.885025,-53.821768,-59.085189,-57.280486,-55.599286,-52.545318,-53.674436,-58.166735,-52.097093,-53.326617,-55.557101,-54.16881,-57.222302,-60.716572,-52.480157,-52.792416,-51.74596,-50.331167,-55.443721,-54.096073,-53.129954,-52.686128,-53.148481,-52.255065,-52.35481,-58.552626,-55.305135,-55.726095,-52.420833,-53.900545,-59.065453,-52.86093,-53.103,-53.722913,-55.759465,-54.031443,-54.552958,-55.039847,-54.204434,-54.426645,-52.509662,-54.814986,-54.667404,-51.507422,-51.27934,-55.672107,-56.528925,-54.42478,-54.573507,-51.68669,-53.55862,-56.711228,-54.097496,-55.013598,-53.854566,-52.828942,-53.358773,-56.021455,-61.272842,-51.08381,-55.352449,-52.801618,-50.779584,-52.907901,-54.317125,-55.706226,,-54.745295999999996,-54.197362999999996,-54.354962,-54.622465,-54.201119,-54.07637,-53.94593,-54.928008,-54.191328,-54.29405199999999,-54.417845,-54.130514,-54.586611,-53.9124,-54.192437,-54.143471
TX3_4G_FDD_Band13,G0D1_RF,1.27,7.27,0.15,10664,3.28754,3.08713,3.12931,3.13944,3.10108,3.07125,3.06485,3.13562,3.06459,3.11507,3.07704,3.07266,3.14462,3.06465,3.08329,3.07975,3.40248,3.2120966,2.9184289,3.5863012,2.9420817,3.3040576,3.2923644,3.6191383,3.4622423,2.7737436,3.7236741,3.5677044,3.0528821,3.462676,3.0875097,2.7271043,3.5948174,3.8833682,3.7941429,4.1644261,3.2246618,3.3633076,3.6445399,3.55626,3.5470986,3.6431546,3.6591746,3.1371041,3.225152,3.2118262,3.5919125,3.3553893,3.264945,3.7021602,3.7814594,3.33958,3.1232354,3.3970667,3.4988048,3.3824736,3.4539557,3.4502892,3.5893709,3.4323462,3.4377519,3.790445,3.8359681,3.1983525,3.2833197,3.3841487,3.3498978,3.720892,3.3371312,3.3587893,3.5530987,3.3448163,3.4145661,3.498897,3.5266588,3.1653085,3.0241177,3.7654666,3.4880283,3.5971545,3.8736746,3.8371611,3.2487204,3.4021533,,0.11494000000000026,0.31535,0.27317000000000036,0.26304000000000016,0.3014000000000001,0.33123000000000014,0.3376300000000003,0.2668600000000003,0.33789000000000025,0.2874100000000004,0.32543999999999995,0.3298200000000002,0.25786,0.3378300000000003,0.3191900000000003,0.32272999999999996
TX3_4G_FDD_Band13,G0D1_IQ,-2,2,,10804,-0.24316,-0.344331,-0.285089,-0.306012,-0.312929,-0.34362,-0.362982,-0.256069,-0.366232,-0.333586,-0.302126,-0.366561,-0.288121,-0.335715,-0.335937,-0.370807,6.59181,5.8588188,6.4642655,6.585949,5.9094495,6.4719716,5.9208994,7.4762918,6.9402555,5.7594729,6.8828013,6.0506881,6.6156633,6.46254,6.166212,5.8416343,7.1176865,6.1971197,6.715385,6.8012725,6.3624188,6.7218567,5.9779308,6.5126953,6.5781057,6.69075,6.8234017,5.7011538,5.7253123,6.3792762,6.89871,7.0091667,6.2603479,6.2089388,5.9240497,6.3430315,6.1544491,6.64099,5.9289499,6.4375018,5.6844705,5.7196811,5.9655449,7.0003096,5.6262902,6.8682924,6.2214159,6.4366237,6.5753683,6.0886771,5.8793612,6.6944736,6.3682185,5.4221205,5.9678487,6.3671033,6.5187134,6.7007229,6.4365327,6.2120697,4.8631366,6.7857827,6.0211202,6.1428146,7.4450764,6.2771701,5.6814733,5.8561091,,6.834969999999999,6.936141,6.876899,6.897822,6.904738999999999,6.935429999999999,6.954791999999999,6.847879,6.958042,6.925396,6.893936,6.958371,6.879931,6.927524999999999,6.927747,6.962617
TX3_4G_FDD_Band13,G5D1_IQ,-2,2,,10805,-0.275667,-0.431694,-0.3784,-0.391459,-0.400043,-0.434423,-0.447516,-0.337023,-0.453442,-0.415618,-0.392913,-0.454031,-0.373729,-0.432172,-0.432541,-0.460641,3.53854,2.785742,3.3989396,3.5469035,2.8182294,3.4139979,2.8512787,4.4713676,3.9030168,2.7018718,3.7833431,2.9821656,3.5538221,3.3766346,3.1099494,2.7467819,4.0664078,3.1592483,3.6452085,3.8034729,3.296934,3.6598815,2.9225142,3.4363895,3.523623,3.6438927,3.7734784,2.6217622,2.6727809,3.3410406,3.8697047,3.9796744,3.2026656,3.1272061,2.8509839,3.2838704,3.0843382,3.5807952,2.8546864,3.3690973,2.6043961,2.6347673,2.8813197,3.9352609,2.5367485,3.809114,3.1704316,3.3618334,3.5044544,3.0164498,2.7855993,3.6576403,3.2754168,2.3190003,2.8935087,3.294243,3.4789001,3.6800494,3.3927455,3.154328,1.7449343,3.7814682,2.9564833,3.0435774,4.434698,3.2033455,2.5841784,2.775201,,3.8142069999999997,3.9702339999999996,3.91694,3.9299989999999996,3.938583,3.972963,3.9860559999999996,3.8755629999999996,3.9919819999999997,3.9541579999999996,3.931453,3.992571,3.9122689999999998,3.970712,3.971081,3.9991809999999997
TX3_4G_FDD_Band13,G9D1_IQ,-2,2,,10806,-0.311562,-0.389341,-0.329632,-0.34179,-0.349956,-0.384442,-0.399964,-0.29384,-0.405714,-0.373764,-0.348438,-0.403348,-0.319859,-0.390896,-0.387488,-0.407783,-0.273593,-1.00536105,-0.37585163,-0.24835162,-1.00083979,-0.3345938,-0.95698654,0.73237169,0.11927144,-1.1188413,0.024864352,-0.7982844,-0.23596218,-0.3725566,-0.69153929,-1.0459676,0.3102,-0.64155382,-0.110368026,0.024743535,-0.485668,-0.117560898,-0.8591852,-0.3283187,-0.24451949,-0.1436571,0.001430874,-1.1679405,-1.1383876,-0.44404776,0.13863424,0.21325481,-0.59139853,-0.66851433,-0.91966102,-0.49609105,-0.71019446,-0.21373446,-0.91956952,-0.4362173,-1.1786813,-1.1411207,-0.88041968,0.17448224,-1.2568244,0.073862292,-0.59942249,-0.40076035,-0.27639054,-0.78968165,-1.01081936,-0.105986382,-0.47341958,-1.4688941,-0.91963927,-0.48680313,-0.2824243,-0.103812166,-0.35739928,-0.6232324,-2.0679207,0.006533116,-0.83560541,-0.75319982,0.64490045,-0.56640106,-1.21684,-1.0348694,,0.03796900000000003,0.11574800000000002,0.056039000000000005,0.06819700000000001,0.07636300000000001,0.11084900000000003,0.126371,0.020247000000000015,0.13212100000000004,0.10017100000000001,0.07484500000000005,0.129755,0.04626600000000003,0.11730300000000005,0.11389500000000002,0.13419000000000003
TX3_4G_FDD_Band13,G12aD1_IQ,-2,2,,10807,-0.223544,-0.319241,-0.243658,-0.256854,-0.283608,-0.313637,-0.31792,-0.215456,-0.326905,-0.278521,-0.286636,-0.328546,-0.242336,-0.301816,-0.315466,-0.354633,-5.17115,-5.7844007,-5.2379461,-5.0866871,-5.7889994,-5.2082457,-5.8137399,-4.1375301,-4.7597921,-5.9384452,-4.8513604,-5.6712036,-5.064809,-5.2337899,-5.521321,-5.9157854,-4.4924915,-5.5516656,-5.0056951,-4.8299795,-5.2866255,-4.9696782,-5.7898226,-5.2617734,-5.171923,-4.9987283,-4.8228615,-6.0215395,-6.0274607,-5.3116474,-4.7966261,-4.6472978,-5.4506153,-5.5368981,-5.8353488,-5.3467946,-5.588891,-5.1001542,-5.8250889,-5.2881473,-6.0238159,-6.034428,-5.7859232,-4.7431016,-6.1353558,-4.7731724,-5.5351142,-5.331486,-5.0795922,-5.6573044,-5.9075383,-4.9906734,-5.3916674,-6.3369433,-5.7398377,-5.3707934,-5.190478,-4.9494817,-5.3037473,-5.4912815,-6.9856029,-4.857832,-5.6781523,-5.6250621,-4.1523121,-5.4089039,-6.1367924,-5.9205033,,-4.9476059999999995,-4.851909,-4.927492,-4.914296,-4.887542,-4.857513,-4.85323,-4.955694,-4.844245,-4.8926289999999995,-4.884514,-4.842604,-4.928814,-4.869334,-4.855684,-4.816517
TX3_4G_FDD_Band13,G12aD2_IQ,-2,2,,10808,-0.231568,-0.328303,-0.253642,-0.265458,-0.293875,-0.325992,-0.332082,-0.220177,-0.335003,-0.288019,-0.291105,-0.335982,-0.243687,-0.308285,-0.324572,-0.363374,6.81452,6.2052194,6.7500991,6.9217373,6.2016183,6.7565715,6.1699312,7.8488701,7.2282798,6.0720905,7.1487025,6.299689,6.9408375,6.7454728,6.4665365,6.0847099,7.5081208,6.4181674,6.9751157,7.1651641,6.7049933,7.0360213,6.18551,6.7259382,6.8092931,6.9856574,7.1750001,5.9884421,5.958414,6.697352,7.1887462,7.3388578,6.5502304,6.4493478,6.1524163,6.6342325,6.4044665,6.8898341,6.1618306,6.6997928,5.9617619,5.9432948,6.2075352,7.2434674,5.8595436,7.2297626,6.4537659,6.657493,6.909705,6.3410963,6.0817071,6.9947304,6.6023897,5.6465632,6.2526833,6.6112748,6.8115896,7.0422425,6.687134,6.503532,5.0028229,7.132598,6.3080337,6.3667783,7.8382386,6.578671,5.8672458,6.0716533,,7.046088,7.142823,7.068162,7.079978,7.108395,7.140512,7.146602,7.0346969999999995,7.149523,7.102539,7.105625,7.1505019999999995,7.0582069999999995,7.122805,7.139092,7.177894
