TestGroup,Test,LowerLimit,UpperLimit,DeltaLimit,TestNumber,B1-S1,B301-S1,B302-S1,B307-S1,B339-S1,B352-S1,B355-S1,B306-S1,B307-S1,B317-S1,B325-S1,B311-S1,B316-S1,B327-S1,B344-S1,B367-S1,Gold1,Gold301,Gold302,Gold303,Gold304,Gold305,Gold306,Gold307,Gold308,Gold309,Gold310,Gold311,Gold312,Gold313,Gold314,Gold315,Gold316,Gold317,Gold318,Gold319,Gold320,Gold321,Gold322,Gold323,Gold324,Gold325,Gold326,Gold327,Gold328,Gold329,Gold330,Gold331,Gold332,Gold333,Gold334,Gold335,Gold336,Gold337,Gold338,Gold339,Gold340,Gold341,Gold342,Gold343,Gold344,Gold345,Gold346,Gold347,Gold348,Gold349,Gold350,Gold351,Gold352,Gold353,Gold354,Gold355,Gold356,Gold357,Gold358,Gold359,Gold360,Gold361,Gold362,Gold363,Gold364,Gold365,Gold366,Gold367,,Gold1-B1-S1,Gold1-B301-S1,Gold1-B302-S1,Gold1-B307-S1,Gold1-B339-S1,Gold1-B352-S1,Gold1-B355-S1,Gold1-B306-S1,Gold1-B307-S1,Gold1-B317-S1,Gold1-B325-S1,Gold1-B311-S1,Gold1-B316-S1,Gold1-B327-S1,Gold1-B344-S1,Gold1-B367-S1
RX_B5_GGELB_P1D1,IQ_Gain,-3,3,0.15,21653,-0.127554,-0.0877938,0.154453,0.184349,0.115112,0.166712,0.126884,0.183927,0.132543,0.204539,0.211568,0.156761,0.224116,0.0572075,-0.0659561,0.146349,60.3608,59.20106,59.59401,59.306039,60.183787,59.569553,60.205943,59.787342,59.807124,58.696681,59.779375,59.477569,60.075504,59.292076,59.654578,60.150049,59.608634,59.453072,60.096356,59.679634,59.822873,60.118682,59.35535,60.533566,60.133335,59.616132,59.738757,59.683711,59.329207,59.269804,60.052624,59.888316,59.655762,59.609831,60.034147,59.5656,60.328884,60.315625,59.32711,60.047593,59.245118,59.84349,59.737067,59.469036,59.873011,60.274673,59.513705,60.249437,60.015337,59.434797,59.974699,60.175264,60.069804,60.025913,60.28135,59.866006,60.329312,59.773769,59.897343,59.21681,59.79359,59.514825,59.830615,59.69095,60.42277,60.093507,60.032621,59.951146,,60.488354,60.4485938,60.206347,60.176451,60.245687999999994,60.194088,60.233916,60.176873,60.228257,60.156261,60.149232,60.204038999999995,60.136683999999995,60.3035925,60.4267561,60.214451
RX_B5_GGELB_P1D1,IQ_NF,-5.11,0.89,0.4,21657,-0.504724,-0.198667,-0.362466,-0.343519,-0.415934,-0.0597847,-0.231795,-0.44658,-0.404782,-0.187963,-0.34001,-0.39149,-0.582968,-0.100793,-0.0504233,-0.151691,1.58781,2.3860706,2.2176034,2.0922452,1.858118,2.1479038,1.8332879,2.0266017,2.1080991,2.4102524,2.03803,2.0840919,1.8622355,2.5470874,2.1774873,1.8376236,2.10539326,2.2570658,1.95736855,2.2400096,1.8742186,1.982743,1.8734071,1.73725442,1.7711873,2.1244347,2.3206622,2.2750833,2.2294817,2.0995441,1.9642349,1.8483928,2.1380637,1.97429603,2.2182375,1.9533503,1.8909546,1.832115,2.124146,1.8416989,2.3795451,1.87878433,2.0225163,2.3712957,2.3453053,1.9022776,2.389803,1.8671171,1.86011345,2.3831462,1.8109162,1.89611415,2.1752943,2.218369,1.79810884,2.1374156,1.9294393,1.9486329,2.1601732,2.1448463,2.22815705,2.4267749,1.9612587,1.941015,1.63125618,2.00104887,2.0932395,2.2624261,,2.0925339999999997,1.7864769999999999,1.950276,1.9313289999999999,2.003744,1.6475947,1.819605,2.03439,1.992592,1.775773,1.9278199999999999,1.9792999999999998,2.170778,1.6886029999999999,1.6382333,1.739501
RX_B5_GGELB_P1D1,IIP2_AM_PRX,-15,15,2.5,21666,10.9884,12.2748,14.1236,12.3993,11.9454,13.3714,14.8161,14.553,12.7726,12.8586,12.7813,13.6024,11.7675,13.553,12.2444,13.6115,70.7459,76.618898,80.840387,83.760907,73.433358,79.46276,83.43801,75.231956,82.150849,77.966762,80.819333,78.282512,75.695988,74.029337,74.281933,74.64726,76.755065,73.549542,76.761105,77.847224,81.411807,75.574446,84.023701,69.442561,78.028751,78.281195,79.702538,79.064441,75.87232,77.824761,71.112681,74.203468,76.622308,69.833032,81.381986,75.380631,73.571426,74.934356,79.873495,77.364653,80.229334,74.716452,73.078484,78.367816,76.742173,71.548546,78.928372,79.721077,75.01816,77.041448,81.10723,74.140555,77.315132,69.478016,75.796354,80.273755,78.429343,75.587166,71.088511,76.984312,75.629333,74.480454,72.737554,75.676696,77.103635,77.07108,84.01616,79.267565,,59.75750000000001,58.47110000000001,56.62230000000001,58.34660000000001,58.80050000000001,57.374500000000005,55.92980000000001,56.19290000000001,57.97330000000001,57.88730000000001,57.964600000000004,57.1435,58.97840000000001,57.19290000000001,58.50150000000001,57.13440000000001
RX_B5_GGELB_P1D1,InputPowerLoss,-1,15,0.3,,5.83054,5.83054,5.83054,5.83054,5.83054,5.83054,5.83054,5.83054,5.83054,5.83054,5.83054,5.83054,5.83054,5.83054,5.83054,5.83054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RX_B5_GGELB_P1D1,IQ_Gain_TLF_ON_OBB_ON,,,,21660,,,,,,,,,,,,,,,,,40.8557,39.331772,39.792381,39.455924,40.100473,39.638716,39.973793,39.878993,39.962806,38.926958,39.858236,39.585167,40.086983,39.496214,39.7672,40.036473,39.732807,39.555823,40.125252,39.61204,39.83792,40.034278,39.356703,40.408293,40.081601,39.704753,39.793201,39.673276,39.433738,39.445903,39.96012,39.889433,39.713016,39.764829,39.927742,39.738881,40.11299,40.183668,39.418555,40.044385,39.47288,39.823183,39.675756,39.688053,39.774361,40.158083,39.670795,40.214215,40.102562,39.71424,39.889866,40.006983,40.011089,40.061032,40.104593,39.942329,40.163172,39.775362,39.971808,39.473732,39.83904,39.650131,39.86244,39.905835,40.218528,40.033861,40.008478,39.848237,
RX_B5_GGELB_P1D1,IQ_Gain_TLF_ON_OBB_OFF,,,,21661,,,,,,,,,,,,,,,,,40.593,39.775124,40.213372,39.866452,40.5551,40.103919,40.483577,40.277723,40.351757,39.326431,40.280108,40.030515,40.479508,39.895249,40.262683,40.512341,40.160238,40.020435,40.590321,40.10866,40.311492,40.494015,39.772983,40.862889,40.524992,40.134365,40.240587,40.123974,39.880168,39.824409,40.430741,40.317258,40.161592,40.220674,40.398331,40.175774,40.611004,40.663805,39.843545,40.46493,39.886493,40.318875,40.13113,40.075607,40.197295,40.599652,40.140939,40.681198,40.509317,40.105144,40.340324,40.487492,40.460503,40.517153,40.621912,40.410278,40.700633,40.231984,40.431708,39.872361,40.276079,40.064754,40.326511,40.323959,40.704121,40.495204,40.443465,40.329305,
RX_B2_GGEHB_P6D6,IQ_Gain,-3,3,0.15,21673,-0.17928,-0.254475,-0.10821,-0.100718,-0.16424,-0.129424,-0.192003,-0.0845811,-0.172038,-0.224119,-0.149185,-0.134645,-0.101118,-0.284716,-0.162409,-0.20417,59.2374,58.781094,59.361401,58.558211,59.046531,58.719962,59.143765,59.241695,59.068948,58.572328,59.478402,58.712065,59.096103,58.371143,59.107565,58.957228,59.133817,58.609593,59.250569,58.450128,58.453706,58.896783,58.543773,59.202134,59.34293,58.770454,58.960276,59.022059,58.319987,59.031135,58.976225,58.817583,59.184275,58.999651,58.995344,59.067577,59.189831,59.196411,58.841627,59.274417,58.691355,58.99013,58.603423,58.835221,58.94706,59.320662,58.525963,59.564149,59.172332,58.794606,59.003137,58.961635,59.206564,58.977632,59.299464,59.225434,59.23339,59.11897,58.906011,58.921893,59.057113,58.941836,58.789808,59.430891,58.988796,58.968369,58.956066,58.699633,,59.41668,59.491875,59.34561,59.338118,59.40164,59.366824,59.429403,59.3219811,59.409438,59.461519,59.386585000000004,59.372045,59.338518,59.522116000000004,59.399809,59.44157
RX_B2_GGEHB_P6D6,IQ_NF,-5.39,0.61,0.4,21677,-0.882964,-0.727061,-0.653365,-0.743972,-0.525549,-0.458496,-0.371204,-0.645013,-0.361661,-0.493836,-0.356979,-0.564373,-0.764047,-0.529142,-0.504407,-0.45914,1.77991,2.07898389,1.8421846,2.5269574,1.8953597,2.09718092,2.0230502,1.9708391,2.345078,2.4268211,1.9585041,2.1421564,1.9671894,2.3680934,2.00841048,2.0289262,2.0106966,2.3179424,1.8829257,2.4898621,2.5031787,2.3395658,2.4376238,2.01988939,1.8217859,2.4293135,2.8454977,2.1622395,2.6120088,2.0236125,2.373173,2.0569312,2.026075,2.159768,2.1372849,1.7346519,2.12852386,1.7748475,2.3860136,2.0466154,2.2873747,2.265655,2.3864506,2.1028714,2.1971828,1.9086508,2.3512354,1.8810272,2.1591205,2.3475867,1.9982022,1.943869,2.0500762,2.1713694,1.69238255,2.4543632,2.4011904,1.9652813,2.0750813,1.97715062,1.9243562,2.4686717,2.1021451,1.8215524,2.1789455,2.087546,2.4291429,2.3285646,,2.662874,2.506971,2.433275,2.523882,2.305459,2.2384060000000003,2.151114,2.424923,2.141571,2.273746,2.136889,2.344283,2.5439570000000002,2.3090520000000003,2.284317,2.23905
RX_B2_GGEHB_P6D6,IIP2_AM_PRX,-15,15,2.5,21686,12.0086,11.9465,13.0823,11.4853,11.0292,11.7778,10.9852,9.38086,11.9199,13.3099,11.173,11.1828,10.5656,12.1151,11.8665,11.0163,61.9032,59.446188,65.276454,61.11302,59.996542,65.175289,67.307904,56.950855,67.256283,63.984646,58.258005,57.606526,57.685207,58.39993,69.370478,65.336422,62.407732,68.160853,59.278331,68.697655,74.651992,60.638404,61.484973,55.832549,76.739107,59.916449,59.333573,62.639862,65.881261,67.140961,58.843492,61.538489,71.059392,57.678349,61.997037,67.256998,59.375255,61.338917,61.275863,67.437375,70.713099,59.870653,62.603843,69.985387,62.426277,60.960583,67.00359,58.075728,59.701006,57.493444,64.200447,71.025104,59.526547,59.849924,66.744905,62.213169,70.559187,60.49683,65.650563,60.418601,58.228607,67.811953,65.241824,71.495116,66.617088,66.258858,63.304564,62.003945,,49.8946,49.9567,48.820899999999995,50.417899999999996,50.873999999999995,50.1254,50.918,52.52234,49.9833,48.5933,50.730199999999996,50.7204,51.337599999999995,49.7881,50.036699999999996,50.8869
RX_B2_GGEHB_P6D6,InputPowerLoss,-1,15,0.3,,6.95549,6.95549,6.95549,6.95549,6.95549,6.95549,6.95549,6.95549,6.95549,6.95549,6.95549,6.95549,6.95549,6.95549,6.95549,6.95549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RX_B2_GGEHB_P6D6,IQ_Gain_TLF_ON_OBB_ON,,,,21680,,,,,,,,,,,,,,,,,38.5135,38.015368,38.543736,37.769581,38.281085,38.090288,38.303242,38.396344,38.374724,37.836573,38.613552,37.949938,38.255949,37.732723,38.192768,38.310094,38.327962,37.877739,38.566423,37.750122,37.952167,38.184878,37.801115,38.517431,38.477366,38.097084,38.196844,38.108618,37.595237,38.164719,38.251135,38.124424,38.382279,38.330956,38.266731,38.153438,38.379106,38.438963,38.092885,38.429478,37.969187,38.202057,37.909949,38.224054,38.191607,38.477041,37.92036,38.706222,38.472143,38.195047,38.244207,38.209416,38.319506,38.239078,38.41904,38.464992,38.443402,38.32538,38.146347,38.146766,38.313256,38.093919,38.089148,38.498748,38.303494,38.180729,38.158468,37.837283,
RX_B2_GGEHB_P6D6,IQ_Gain_TLF_ON_OBB_OFF,,,,21681,,,,,,,,,,,,,,,,,38.5949,38.354155,38.938179,38.144233,38.696223,38.430573,38.741575,38.804089,38.728473,38.260625,38.997902,38.380944,38.65307,38.055846,38.642199,38.607594,38.713166,38.241393,38.950255,38.136803,38.280723,38.528957,38.197797,38.933635,38.883433,38.39478,38.59536,38.555753,37.936884,38.577551,38.599541,38.489819,38.800471,38.7383,38.632366,38.61432,38.773019,38.869235,38.457985,38.855935,38.316415,38.609049,38.27456,38.55859,38.546723,38.867481,38.253169,39.100747,38.885497,38.517933,38.616806,38.574021,38.692469,38.631647,38.889716,38.867598,38.834343,38.718887,38.509154,38.540893,38.710911,38.485752,38.457302,38.952775,38.641924,38.586225,38.530119,38.223238,
RX_B20_ISO_PRX,IQ_Gain,-2.38,3.62,0.15,21690,-0.0436961,0.14482,0.140307,0.142323,0.104507,0.14526,0.0976954,0.174219,0.0956999,0.182685,0.170176,0.146226,0.182811,0.0848403,0.123735,0.173932,52.9485,52.120889,52.644448,51.978917,53.160812,52.41755,52.658162,52.704799,52.288181,51.902771,52.825113,51.956156,53.175577,51.782097,52.430042,52.905499,52.697511,52.234872,52.987601,51.684793,51.763462,52.497445,52.049459,52.646045,53.114222,52.581621,53.194014,52.474867,52.052214,52.15756,52.112926,53.250171,52.800047,52.379889,52.217586,52.410195,52.62281,52.78034,51.987006,52.559997,52.567244,52.366139,52.106629,52.775766,52.420916,53.208853,52.384216,52.53134,52.624144,51.99038,52.253925,52.370118,52.879906,53.165658,53.041102,53.314415,52.966354,52.801808,52.451846,52.2725,52.080748,52.272939,51.357964,52.81775,52.383797,52.374686,52.941659,51.174866,,52.9921961,52.80368,52.808193,52.806177000000005,52.843993000000005,52.80324,52.850804600000004,52.774281,52.8528001,52.765815,52.778324000000005,52.802274000000004,52.765689,52.8636597,52.824765,52.774568
RX_B20_ISO_PRX,IQ_NF,-7.53,-1.53,0.4,21698,-3.36553,-3.21075,-3.03604,-3.12635,-2.9804,-3.06606,-2.98336,-2.94105,-3.02346,-3.12267,-3.0375,-3.06714,-3.16131,-2.80602,-2.93339,-3.0424,2.61006,2.9840027,2.8374033,3.216603,2.4483874,2.9355177,2.9127495,2.8112101,2.9268142,3.3202669,2.6278438,3.1645416,2.4881633,3.4506678,3.0293568,2.5984699,2.7103967,3.037457,2.6073503,3.4270676,3.3737541,2.8753281,3.1735086,2.8339469,2.5825859,2.8444057,2.554677,3.0512605,3.2444645,3.1397234,3.1294994,2.370954,2.7090256,2.8556568,2.9911897,2.9866877,2.9187522,2.7909587,3.2466239,2.8723397,2.8950131,3.0091486,3.3087416,2.7238985,3.0449296,2.5150079,3.0352065,2.9667526,2.7014828,3.2424049,3.0803014,2.862275,2.6326675,2.4207774,2.4552494,2.3943935,2.5711016,2.6109749,2.8043307,3.1695745,3.0439676,3.0382526,3.6489123,2.7645863,2.9957828,2.9758936,2.5493934,3.7707896,,5.97559,5.82081,5.6461,5.736409999999999,5.59046,5.676119999999999,5.59342,5.5511099999999995,5.63352,5.73273,5.64756,5.6772,5.771369999999999,5.41608,5.54345,5.65246
RX_B20_ISO_PRX,IQ_TX_IIP2,-15,15,2.5,21704,-8.87978,-7.43421,-7.53401,-8.79024,-9.40284,-7.94493,-6.54977,-9.11017,-8.04115,-6.67574,-7.66217,-7.31768,-11.1538,-8.3979,-10.7354,-9.3201,66.4059,61.616779,66.457044,60.137311,63.709089,59.883585,62.277513,64.054864,59.699321,61.959972,63.844985,61.810345,64.777269,59.440714,55.042859,60.879409,60.498461,64.62887,58.779946,60.502305,61.066323,62.871471,56.570277,61.25095,57.988367,59.396042,63.78969,63.458259,69.554265,65.013367,59.508064,59.988801,56.958578,62.39519,54.378746,58.709896,65.70308,62.867119,67.949977,60.569414,60.794124,59.371285,63.659936,65.465364,60.435843,58.053372,65.455236,58.173361,60.768064,61.367857,63.145594,64.816472,66.595289,60.064088,56.191633,60.990369,56.72604,65.41036,54.620721,61.651408,58.181754,56.526112,60.28338,59.243993,60.048595,64.530236,66.990511,62.033284,,75.28568,73.84011000000001,73.93991,75.19614,75.80874,74.35083,72.95567,75.51607,74.44705,73.08164000000001,74.06807,73.72358,77.5597,74.8038,77.1413,75.726
RX_B20_ISO_PRX,IQ_Gain_DLPM,-2.36,3.64,0.15,21712,-0.140051,0.034857,0.028114,0.0286971,-0.0114934,0.0357962,-0.00108571,0.068899,-0.0145416,0.0827497,0.0600008,0.0313327,0.0755494,-0.0317294,-0.00126008,0.0595556,55.3284,54.396457,54.991979,54.295809,55.483133,54.76685,54.988274,55.047127,54.501349,54.170009,55.189002,54.201361,55.534708,53.916434,54.715068,55.27745,55.036337,54.555527,55.294968,53.946078,53.909466,54.827561,54.308062,55.019107,55.482197,54.940974,55.508823,54.763082,54.353289,54.471317,54.371723,55.609206,55.129371,54.561872,54.412358,54.668029,54.858734,55.105856,54.209423,54.929489,54.872472,54.614576,54.385991,55.109755,54.701624,55.534498,54.674357,54.745408,54.960717,54.27377,54.541525,54.674648,55.247836,55.466928,55.363357,55.635807,55.28863,55.094815,54.642446,54.531867,54.344168,54.530513,53.406999,55.185802,54.575982,54.700629,55.289618,53.273253,,55.468451,55.293543,55.300286,55.2997029,55.3398934,55.2926038,55.32948571,55.259501,55.3429416,55.2456503,55.268399200000005,55.2970673,55.2528506,55.360129400000005,55.329660080000004,55.2688444
RX_B20_ISO_PRX,IQ_NF_DLPM,-6.65,-0.65,0.4,21716,-2.1811,-1.98592,-1.92259,-1.83855,-1.95905,-1.99908,-1.92066,-1.84598,-1.81983,-1.78081,-1.87257,-1.99708,-1.94192,-1.78022,-1.88389,-1.85166,2.58903,3.0183545,2.7528292,3.034984,2.4580488,2.91894,2.8386639,2.8146353,3.0428335,3.2298038,2.6574081,3.1365796,2.432398,3.3379977,2.862145,2.6112107,2.7145531,3.0668511,2.7618118,3.2371857,3.4242452,2.9163226,3.0182459,2.7516622,2.5631804,2.8795033,2.5059671,3.0198484,3.1020477,3.0735326,3.1210553,2.4805668,2.6353351,2.9221925,2.9475374,2.833371,2.8030949,2.7635832,3.1310572,2.7545275,2.7623391,3.0244169,3.3205397,2.7832631,2.8799737,2.4127414,2.9189919,2.9058311,2.6106412,3.0995853,2.8141899,2.870269,2.501893,2.4736225,2.394537,2.3687513,2.6374496,2.6632744,2.9145693,3.0914613,3.0294338,2.9903426,3.5595042,2.7013407,3.0758832,2.8750187,2.6193089,3.6793012,,4.77013,4.57495,4.511620000000001,4.42758,4.548080000000001,4.58811,4.50969,4.43501,4.408860000000001,4.36984,4.461600000000001,4.58611,4.530950000000001,4.36925,4.47292,4.44069
RX_B20_ISO_PRX,InputPowerLoss,-1,15,0.3,,4.82752,4.82752,4.82752,4.82752,4.82752,4.82752,4.82752,4.82752,4.82752,4.82752,4.82752,4.82752,4.82752,4.82752,4.82752,4.82752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RX_B20_ISO_PRX,IQ_DLPM_GAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RX_B20_ISO_PRX,IQ_DLPM_NF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RX_B20_ISO_DRX,IQ_Gain,-3.6,2.4,0.15,21691,-0.0102461,0.172799,0.178344,0.193523,0.148161,0.165735,0.0962442,0.208612,0.105116,0.175872,0.184027,0.198386,0.216652,0.14034,0.17236,0.153969,52.1249,51.24553,51.752863,51.437654,51.852882,50.823667,51.294991,51.853237,51.726713,51.389406,51.749728,51.470794,51.761048,51.634365,50.932047,51.78579,51.889861,51.32616,52.261309,51.028501,51.978889,51.365838,51.557056,51.653449,52.142066,51.582785,51.20205,50.725493,51.056728,51.470842,51.79734,51.881802,51.490294,51.729355,51.897885,51.336732,51.565582,51.705688,51.356547,51.885773,51.197439,50.984222,50.910646,51.624439,51.088182,51.601003,51.561207,51.967343,51.705434,51.717179,51.386221,51.309872,51.798279,51.571533,51.832517,51.468466,51.621147,51.864319,50.633707,50.926279,51.496398,51.6561,51.517665,52.156366,52.198812,51.421242,51.93031,51.072881,,52.1351461,51.952101,51.946555999999994,51.931377,51.976738999999995,51.959165,52.028655799999996,51.916287999999994,52.019783999999994,51.949028,51.940872999999996,51.926514,51.90824799999999,51.984559999999995,51.95254,51.970931
RX_B20_ISO_DRX,IQ_NF,-6.83,-0.83,0.4,21699,-3.83323,-3.65743,-3.52225,-3.59397,-3.54515,-3.50428,-3.49571,-3.47678,-3.54962,-3.4846,-3.49244,-3.53989,-3.36157,-3.45171,-3.55918,-3.51757,2.9631,3.3696462,3.1527349,3.3354588,3.1558604,3.6975389,3.5038498,2.9988964,3.0349473,3.3973994,3.0958787,3.2078052,3.1959066,3.2839171,3.590614,3.1183533,3.125353,3.3537953,2.8678714,3.5986316,3.0249222,3.3884506,3.2785534,3.083674,2.7583723,3.227787,3.5606828,3.8426161,3.6516662,3.2525026,3.1241408,2.9479985,3.2014745,3.1070858,3.1213801,3.4472325,3.2044607,3.1806176,3.3630316,3.0205854,3.5185404,3.660777,3.7925633,3.3910382,3.560458,3.2187085,3.4099896,2.8736383,3.0890047,3.200318,3.4315841,3.4670881,3.2194802,3.364361,3.0455694,3.2811477,3.2225736,3.120765,3.88264,3.6547618,3.4100639,3.1840348,3.3038278,2.8790684,2.8973058,3.3241774,3.0529676,3.5210669,,6.796329999999999,6.6205300000000005,6.48535,6.5570699999999995,6.50825,6.46738,6.45881,6.4398800000000005,6.51272,6.447699999999999,6.45554,6.5029900000000005,6.324669999999999,6.414809999999999,6.52228,6.48067
RX_B20_ISO_DRX,IQ_TX_IIP2,-15,15,2.5,21705,0.896809,2.56355,2.63358,2.16231,1.19155,2.65874,3.41585,2.48593,3.31678,3.70601,0.832994,3.05681,5.42396,4.32287,0.246382,0.391018,67.935,74.339147,75.698879,72.77795,75.606668,75.799868,74.828911,75.364541,69.970641,71.122964,71.601325,73.587269,72.901326,68.637292,75.34563,72.694557,77.677531,75.36462,68.960172,73.970703,76.039281,73.209234,71.721231,67.428632,71.167433,64.413826,73.930887,71.792345,73.770873,64.696378,69.180958,70.937589,70.179495,73.296117,67.572331,75.760524,73.82889,75.886272,72.353761,67.188319,65.280815,67.841423,69.130624,69.824551,67.05543,72.283239,74.59718,74.494508,74.155437,67.196034,74.310017,71.166462,71.026459,72.040021,78.153086,74.914854,74.6319,73.75892,74.355482,66.755992,69.934335,74.333196,64.751889,72.466797,65.814025,73.858443,76.220139,71.793129,,67.038191,65.37145,65.30142000000001,65.77269,66.74345,65.27626000000001,64.51915,65.44907,64.61822000000001,64.22899,67.102006,64.87819,62.51104,63.61213,67.688618,67.543982
RX_B20_ISO_DRX,IQ_Gain_DLPM,-3.66,2.34,0.15,21713,-0.000385278,0.160213,0.189058,0.209894,0.144931,0.177833,0.121005,0.197285,0.120545,0.195122,0.195699,0.194715,0.224281,0.13754,0.168104,0.146386,54.5911,53.681218,54.187288,53.870965,54.338221,53.219056,53.686527,54.292059,54.225764,53.745638,54.255127,53.8524,54.226842,54.065028,53.371239,54.215143,54.296269,53.779965,54.673087,53.426056,54.422658,53.70727,53.962828,54.141355,54.588106,54.019577,53.608039,52.967389,53.46324,53.833861,54.200313,54.291845,53.940392,54.147403,54.314755,53.738034,54.030365,54.160266,53.746786,54.317481,53.589732,53.324111,53.265136,54.080585,53.439029,53.989477,53.914837,54.458325,54.195014,54.161841,53.835706,53.701802,54.265217,54.008842,54.256439,53.893719,54.00809,54.271377,52.770324,53.19429,53.881996,54.03636,53.986112,54.591113,54.635813,53.82992,54.397541,53.468113,,54.591485278,54.430887,54.402041999999994,54.381206,54.446169,54.413267,54.470095,54.393815,54.470555,54.395978,54.395401,54.396384999999995,54.366819,54.453559999999996,54.422996,54.444714
RX_B20_ISO_DRX,IQ_NF_DLPM,-6.1,-0.1,0.4,21717,-2.64079,-2.42514,-2.45414,-2.2734,-2.38021,-2.4574,-2.21732,-2.41836,-2.29152,-2.51868,-2.33488,-2.48389,-2.40833,-2.43677,-2.30393,-2.42132,2.86738,3.3133258,3.1115195,3.2243047,3.0447403,3.6170953,3.4195749,3.1441186,2.992414,3.29233,3.0453535,3.2848936,3.1673946,3.1207954,3.4446531,3.069651,2.9717668,3.2539609,2.8828101,3.6101231,2.9606122,3.2982288,3.1605179,3.2633641,3.0935346,3.2126432,3.5709189,3.6714014,3.4720905,3.2512584,3.1545504,3.0394035,3.2559197,3.1659568,3.0289607,3.4184512,3.1689882,3.1485466,3.287192,2.9359664,3.4830579,3.6204638,3.5343843,3.2204603,3.5804449,3.1620165,3.4807199,3.0086026,3.0543835,3.1200119,3.2331906,3.2327937,3.1116598,3.0890441,2.9540015,3.2982179,3.2019628,3.0158717,3.9159345,3.6221159,3.1212161,2.9831719,3.2920924,2.9137408,2.8684833,3.286307,2.8778385,3.3779711,,5.50817,5.29252,5.32152,5.1407799999999995,5.24759,5.32478,5.0847,5.28574,5.158899999999999,5.38606,5.20226,5.3512699999999995,5.27571,5.30415,5.17131,5.2887
RX_B20_ISO_DRX,InputPowerLoss,-1,15,0.3,,3.59791,3.59791,3.59791,3.59791,3.59791,3.59791,3.59791,3.59791,3.59791,3.59791,3.59791,3.59791,3.59791,3.59791,3.59791,3.59791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RX_B20_ISO_DRX,IQ_DLPM_GAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RX_B20_ISO_DRX,IQ_DLPM_NF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RX_IP2K_B7_PRX,IQ_Power,-10,10,0.3,22145,0.428394,0.349253,0.336476,0.105208,0.0462591,-0.0425276,0.133315,0.370221,0.224234,0.110997,0.0860894,0.118238,0.367115,0.389489,0.18034,0.211984,-38.7283,-37.048829,-37.539407,-36.343677,-38.069743,-36.517957,-36.51481,-37.41382,-37.253153,-37.509786,-37.459408,-39.135825,-38.604677,-35.792562,-37.264776,-37.39048,-37.573326,-35.544641,-37.268083,-35.751974,-38.023942,-37.984263,-37.075804,-38.44987,-38.042497,-36.519347,-37.638717,-35.963454,-36.439922,-36.034576,-38.236108,-38.46416,-36.012306,-35.875543,-35.904486,-37.773739,-38.522708,-37.465289,-36.208877,-37.62897,-37.87586,-37.439897,-36.743792,-38.907443,-36.964695,-38.893304,-37.182804,-38.439419,-37.804612,-38.150039,-38.164752,-36.984114,-38.915394,-37.345441,-38.429406,-37.042418,-38.506068,-37.220991,-37.197668,-38.054312,-36.390571,-38.991335,-36.226447,-36.97071,-36.84525,-36.582393,-37.730055,-37.433896,,-39.156693999999995,-39.077552999999995,-39.064775999999995,-38.833507999999995,-38.7745591,-38.6857724,-38.861615,-39.098521,-38.952534,-38.839296999999995,-38.814389399999996,-38.846537999999995,-39.095414999999996,-39.117788999999995,-38.90864,-38.940284
RX_IP2K_B7_PRX,InputPowerLoss,-1,15,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
